param_name,MethodSpeciation,SampleFraction,DataStream_group,CASNumber,group,subgroup,unit_default,unit_solid
Tannin and Lignin,No,No,"Organics, Other", ,organics,others,mg/l,mg/kg
Terphenyl-d14,No,No,"Organics, Other",98904-43-9,organics,others,mg/l,mg/kg
tert-Butylbenzene,No,No,"Organics, Other",####,organics,others,mg/l,mg/kg
Testosterone,No,No,"Organics, Other",58-22-0,organics,others,mg/l,mg/kg
Tetrachloroethylene,No,No,"Organics, Other",127-18-4,organics,others,mg/l,mg/kg
Tetrachloroguaiacol,No,No,"Organics, Other",2539-17-5,organics,others,mg/l,mg/kg
Tetrachloro-m-xylene,No,No,"Organics, Other",877-09-8,organics,others,mg/l,mg/kg
Tetraethylene glycol,No,No,"Organics, Other",112-60-7,organics,others,mg/l,mg/kg
Tolfenamic acid,No,No,"Organics, Other", ,organics,others,mg/l,mg/kg
Toluene,No,No,"Organics, Other",108-88-3,organics,others,mg/l,mg/kg
Toluene-d8,No,No,"Organics, Other",2037-26-5,organics,others,mg/l,mg/kg
Tolylfluanid,No,No,"Organics, Other",731-27-1,organics,others,mg/l,mg/kg
"Total PAHs, high wt",No,No,"Organics, Other", ,organics,others,mg/l,mg/kg
"Total PAHs, low wt",No,No,"Organics, Other", ,organics,others,mg/l,mg/kg
Total PCBs,No,No,"Organics, Other", ,organics,others,mg/l,mg/kg
Total xylenes,No,No,"Organics, Other", ,organics,others,mg/l,mg/kg
"trans-1,2-Dichloroethylene",No,No,"Organics, Other",156-60-5,organics,others,mg/l,mg/kg
Traseolide,No,No,"Organics, Other", ,organics,others,mg/l,mg/kg
Tribromomethane,No,No,"Organics, Other",75-25-2,organics,others,mg/l,mg/kg
Tributyltin,No,No,"Organics, Other",688-73-3,organics,others,mg/l,mg/kg
Trichloroacetic acid,No,No,"Organics, Other",1976-03-09,organics,others,mg/l,mg/kg
Trichloroethylene,No,No,"Organics, Other",1979-01-06,organics,others,mg/l,mg/kg
Trichloroguaiacols,No,No,"Organics, Other", ,organics,others,mg/l,mg/kg
Trichlorophenol,No,No,"Organics, Other",25167-82-2,organics,others,mg/l,mg/kg
Trichlorosyringol,No,No,"Organics, Other",2539-26-6,organics,others,mg/l,mg/kg
Triclocarban,No,No,"Organics, Other",101-20-2,organics,others,mg/l,mg/kg
Triclosan,No,No,"Organics, Other",3380-34-5,organics,others,mg/l,mg/kg
Triclosan methyl ether,No,No,"Organics, Other",,organics,others,mg/l,mg/kg
Trihalomethanes,No,No,"Organics, Other", ,organics,others,mg/l,mg/kg
Trimethoprim,No,No,"Organics, Other",738-70-5,organics,others,mg/l,mg/kg
Triphenyl phosphate,No,No,"Organics, Other",115-86-6,organics,others,mg/l,mg/kg
Venlafaxine,No,No,"Organics, Other",93413-69-5,organics,others,mg/l,mg/kg
Vinyl chloride,No,No,"Organics, Other",1975-01-04,organics,others,mg/l,mg/kg
Xylene,No,No,"Organics, Other",1330-20-7,organics,others,mg/l,mg/kg
"2,2',3,3',4,4'-Hexachlorobiphenyl",No,No,"Organics, PCBs",38380-07-3,organics,PCBs,mg/l,mg/kg
"2,2',3,3',4-Pentachlorobiphenyl",No,No,"Organics, PCBs",52663-62-4,organics,PCBs,mg/l,mg/kg
"2,2',4,4'-Tetrachlorobiphenyl",No,No,"Organics, PCBs",2437-79-8,organics,PCBs,mg/l,mg/kg
"3,3',5,5'-Tetrachlorobiphenyl",No,No,"Organics, PCBs",33284-52-5,organics,PCBs,mg/l,mg/kg
FtS 6:2 ion,No,No,"PFAS,Perfluorinated Alkyl Substance",425670-75-3,organics,PFAS,mg/l,mg/kg
Aroclor 1016,No,No,"Organics, PCBs",12674-11-2,organics,PCBs,mg/l,mg/kg
Aroclor 1221,No,No,"Organics, PCBs",11104-28-2,organics,PCBs,mg/l,mg/kg
Aroclor 1232,No,No,"Organics, PCBs",11141-16-5,organics,PCBs,mg/l,mg/kg
Aroclor 1242,No,No,"Organics, PCBs",53469-21-9,organics,PCBs,mg/l,mg/kg
Aroclor 1248,No,No,"Organics, PCBs",12672-29-6,organics,PCBs,mg/l,mg/kg
Aroclor 1254,No,No,"Organics, PCBs",11097-69-1,organics,PCBs,mg/l,mg/kg
Aroclor 1260,No,No,"Organics, PCBs",11096-82-5,organics,PCBs,mg/l,mg/kg
Aroclor 1262,No,No,"Organics, PCBs",37324-23-5,organics,PCBs,mg/l,mg/kg
Aroclor 1268,No,No,"Organics, PCBs",11100-14-4,organics,PCBs,mg/l,mg/kg
Heptafluorobutyric acid,No,No,"PFAS,Perfluorinated Alkyl Substance",375-22-4,organics,PFAS,mg/l,mg/kg
Decachlorobiphenyl,No,No,"Organics, PCBs",2051-24-3,organics,PCBs,mg/l,mg/kg
Polychlorinated biphenyls,No,No,"Organics, PCBs",1336-36-3,organics,PCBs,mg/l,mg/kg
(R)-Dichlorprop,No,No,"Organics, Pesticide",15165-67-0,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
.alpha.-Endosulfan,No,No,"Organics, Pesticide",959-98-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
.alpha.-Hexachlorocyclohexane,No,No,"Organics, Pesticide",319-84-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
.beta.-Endosulfan,No,No,"Organics, Pesticide",33213-65-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
.beta.-Heptachlor epoxide,No,No,"Organics, Pesticide",76543-83-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Hexafluoropropylene oxide dimer acid ammonium salt,No,No,"PFAS,Perfluorinated Alkyl Substance",62037-80-3,organics,PFAS,mg/l,mg/kg
.beta.-Hexachlorocyclohexane,No,No,"Organics, Pesticide",319-85-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
.delta.-Hexachlorocyclohexane,No,No,"Organics, Pesticide",319-86-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
.gamma.-Hexachlorocyclohexane,No,No,"Organics, Pesticide",58-89-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
.lambda.-Cyhalothrin,No,No,"Organics, Pesticide",91465-08-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"1-(3,4-dichlorophenyl)-3-methyl urea",No,No,"Organics, Pesticide",3567-62-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"1,2,3-Trichloropropane",No,No,"Organics, Pesticide",96-18-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"1,2-Dibromo-3-chloropropane",No,No,"Organics, Pesticide",####,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"1,3-Dichloropropane",No,No,"Organics, Pesticide",142-28-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"1,3-Dichloropropene",No,No,"Organics, Pesticide",542-75-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
1-Naphthol,No,No,"Organics, Pesticide",90-15-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
1rs Cis-Permethrin,No,No,"Organics, Pesticide",61949-76-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"2,3,3-tris(4-methoxyphenyl)-N,N-dimethylprop-2-en-1-amine",No,No,"Organics, Pesticide",5585-64-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"2,4,5-T",No,No,"Organics, Pesticide",93-76-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"2,4,5-Trichlorophenol",No,No,"Organics, Pesticide",95-95-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"2,4,6-Trichlorophenol",No,No,"Organics, Pesticide",1988-06-02,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"2,4-D",No,No,"Organics, Pesticide",94-75-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"2,4-DB",No,No,"Organics, Pesticide",94-82-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"2,4-Dichlorophenol",No,No,"Organics, Pesticide",120-83-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"2,4-Dichlorophenol-d3",No,No,"Organics, Pesticide",93951-74-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"2,6-Dichlorobenzamide",No,No,"Organics, Pesticide",2008-58-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
2-Chloro-4-isopropylamino-6-amino-s-triazine,No,No,"Organics, Pesticide",6190-65-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
2-Hydroxyatrazine,No,No,"Organics, Pesticide",2163-68-0,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
3-Hydroxycarbofuran,No,No,"Organics, Pesticide",16655-82-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"4,6-Dinitro-o-cresol",No,No,"Organics, Pesticide",534-52-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
4-Chloro-2-methylphenol,No,No,"Organics, Pesticide",1570-64-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
4-Hydroxy-chlorothalonil,No,No,"Organics, Pesticide",28343-61-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Acephate,No,No,"Organics, Pesticide",30560-19-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Acetamiprid,No,No,"Organics, Pesticide",135410-20-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"Acifluorfen, sodium salt",No,No,"Organics, Pesticide",62476-59-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Alachlor,No,No,"Organics, Pesticide",15972-60-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Aldicarb,No,No,"Organics, Pesticide",116-06-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Aldicarb sulfone,No,No,"Organics, Pesticide",1646-88-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Aldicarb sulfoxide,No,No,"Organics, Pesticide",1646-87-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Aldrin,No,No,"Organics, Pesticide",309-00-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"Aldrin + dieldrin mix, unspecified",No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Ametryn,No,No,"Organics, Pesticide",834-12-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Aminocarb,No,No,"Organics, Pesticide",2032-59-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Aminomethylphosphonic acid,No,No,"Organics, Pesticide",1066-51-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Aminopyralid,No,No,"Organics, Pesticide",150114-71-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Anilazine,No,No,"Organics, Pesticide",101-05-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Asulam,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Atrazine,No,No,"Organics, Pesticide",1912-24-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Atrazine + N-Dealkylated Metabolites,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Atrazine-d5 (ethyl-d5),No,No,"Organics, Pesticide",163165-75-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Azinphos-ethyl,No,No,"Organics, Pesticide",2642-71-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Azinphos-methyl,No,No,"Organics, Pesticide",86-50-0,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Azoxystrobin,No,No,"Organics, Pesticide",131860-33-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Bendiocarb,No,No,"Organics, Pesticide",22781-23-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Benfluralin,No,No,"Organics, Pesticide",1861-40-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Benomyl,No,No,"Organics, Pesticide",17804-35-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Bentazon,No,No,"Organics, Pesticide",25057-89-0,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Benzoylecgonine,No,No,"Organics, Pesticide",519-09-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Beta Cypermethrin,No,No,"Organics, Pesticide",52315-07-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Bifenazate,No,No,"Organics, Pesticide",149877-41-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Bifenthrin,No,No,"Organics, Pesticide",82657-04-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Boscalid,No,No,"Organics, Pesticide",188425-85-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Bromacil,No,No,"Organics, Pesticide",314-40-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Bromophos,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Bromophos-ethyl,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Bromoxynil,No,No,"Organics, Pesticide",1689-84-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Butachlor,No,No,"Organics, Pesticide",23184-66-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"Butanoic acid, 4-(4-chloro-2-methylphenoxy)-, ethyl ester",No,No,"Organics, Pesticide",10443-70-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Butralin,No,No,"Organics, Pesticide",33629-47-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Butylate,No,No,"Organics, Pesticide",2008-41-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Cacodylic acid,No,No,"Organics, Pesticide",75-60-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Captafol,No,No,"Organics, Pesticide",24650-06-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Captan,No,No,"Organics, Pesticide",133-06-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Carbaryl,No,No,"Organics, Pesticide",63-25-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Carbaryl-d7,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Carbofuran,No,No,"Organics, Pesticide",1563-66-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Carbophenothion,No,No,"Organics, Pesticide",786-19-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Carboxin,No,No,"Organics, Pesticide",5234-68-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Carfentrazone-ethyl,No,No,"Organics, Pesticide",128639-02-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Catechol,No,No,"Organics, Pesticide",120-80-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chloramben,No,No,"Organics, Pesticide",133-90-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlorantraniliprole,No,No,"Organics, Pesticide",500008-45-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlorbenside,No,No,"Organics, Pesticide",103-17-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlordane,No,No,"Organics, Pesticide",57-74-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlorfenson,No,No,"Organics, Pesticide",80-33-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlorfenvinphos,No,No,"Organics, Pesticide",470-90-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlorimuron-ethyl,No,No,"Organics, Pesticide",90982-32-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlormephos,No,No,"Organics, Pesticide",24934-91-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chloroneb,No,No,"Organics, Pesticide",2675-77-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlorothalonil,No,No,"Organics, Pesticide",1897-45-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chloroxuron,No,No,"Organics, Pesticide",1982-47-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlorpropham,No,No,"Organics, Pesticide",101-21-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlorpyrifos,No,No,"Organics, Pesticide",2921-88-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlorpyrifos-methyl,No,No,"Organics, Pesticide",5598-13-0,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlorsulfuron,No,No,"Organics, Pesticide",64902-72-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlorthal-dimethyl,No,No,"Organics, Pesticide",1861-32-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Chlorthiophos,No,No,"Organics, Pesticide",60238-56-4 ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"cis-1,3-Dichloropropene",No,No,"Organics, Pesticide",10061-01-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
cis-Chlordane,No,No,"Organics, Pesticide",5103-71-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
cis-Mevinphos,No,No,"Organics, Pesticide",298-01-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
cis-Nonachlor,No,No,"Organics, Pesticide",5103-73-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Clodinafop,No,No,"Organics, Pesticide",114420-56-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Clodinafop-propargyl,No,No,"Organics, Pesticide",105512-06-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Clomazone,No,No,"Organics, Pesticide",81777-89-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Clopyralid,No,No,"Organics, Pesticide",1702-17-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Clothianidin,No,No,"Organics, Pesticide",210880-92-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Clothianidin-d3,No,No,"Organics, Pesticide",1262776-24-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Crufomate,No,No,"Organics, Pesticide",299-86-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Cyanazine,No,No,"Organics, Pesticide",21725-46-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Cyanazine-d5,No,No,"Organics, Pesticide",1190003-29-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Cyanophos,No,No,"Organics, Pesticide",2636-26-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Cyantraniliprole,No,No,"Organics, Pesticide",736994-63-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Cyclamate,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Cycloate,No,No,"Organics, Pesticide",1134-23-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Cyfluthrin,No,No,"Organics, Pesticide",68359-37-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Cyhalothrin,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Cyprodinil,No,No,"Organics, Pesticide",121552-61-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"DDD, o,o'-, o,p'-, and p,p'- isomers",No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"DDE, o,o'-, o,p'-, and p,p'- isomers",No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"DDT, o,p'- and p,p'- isomers",No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
"DDT/DDD/DDE, sum of p,p' isomers",No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Deltamethrin,No,No,"Organics, Pesticide",52918-63-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Demeton,No,No,"Organics, Pesticide",8065-48-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Demeton-S,No,No,"Organics, Pesticide",126-75-0,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Desmetryn,No,No,"Organics, Pesticide",1014-69-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Desthio-prothioconazole,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Diallate,No,No,"Organics, Pesticide",2303-16-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Diazinon,No,No,"Organics, Pesticide",333-41-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dicamba,No,No,"Organics, Pesticide",1918-00-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dichlobenil,No,No,"Organics, Pesticide",1194-65-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dichlofenthion,No,No,"Organics, Pesticide",97-17-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dichlofluanid,No,No,"Organics, Pesticide",1085-98-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dichloran,No,No,"Organics, Pesticide",99-30-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dichlorocatechols,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dichlorprop,No,No,"Organics, Pesticide",120-36-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dichlorvos,No,No,"Organics, Pesticide",62-73-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Diclofop methyl,No,No,"Organics, Pesticide",51338-27-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dicofol,No,No,"Organics, Pesticide",115-32-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dicrotophos,No,No,"Organics, Pesticide",141-66-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dieldrin,No,No,"Organics, Pesticide",60-57-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Difenoconazole,No,No,"Organics, Pesticide",119446-68-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dimethachlor,No,No,"Organics, Pesticide",50563-36-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dimethenamid,No,No,"Organics, Pesticide",87674-68-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dimethoate,No,No,"Organics, Pesticide",60-51-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dimethoate-d6,No,No,"Organics, Pesticide",1219794-81-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dimethomorph,No,No,"Organics, Pesticide",110488-70-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dinoseb,No,No,"Organics, Pesticide",88-85-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dinotefuran,No,No,"Organics, Pesticide",165252-70-0,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Dioxathion,No,No,"Organics, Pesticide",78-34-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Diphenamid,No,No,"Organics, Pesticide",957-51-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Diphenylamine,No,No,"Organics, Pesticide",122-39-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Diquat,No,No,"Organics, Pesticide",2764-72-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Disulfoton,No,No,"Organics, Pesticide",298-04-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Diuron,No,No,"Organics, Pesticide",330-54-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Endosulfan,No,No,"Organics, Pesticide",115-29-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Endosulfan sulfate,No,No,"Organics, Pesticide",1031-07-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Endrin,No,No,"Organics, Pesticide",72-20-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Endrin aldehyde,No,No,"Organics, Pesticide",7421-93-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Endrin ketone,No,No,"Organics, Pesticide",53494-70-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Ethalfluralin,No,No,"Organics, Pesticide",55283-68-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Ethion,No,No,"Organics, Pesticide",563-12-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Ethofumesate,No,No,"Organics, Pesticide",26225-79-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Ethoprop,No,No,"Organics, Pesticide",13194-48-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Ethylene dibromide,No,No,"Organics, Pesticide",106-93-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Etridiazole,No,No,"Organics, Pesticide",2593-15-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Etrimfos,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Famoxadone,No,No,"Organics, Pesticide",131807-57-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fenamidone,No,No,"Organics, Pesticide",161326-34-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fenitrothion,No,No,"Organics, Pesticide",122-14-5,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fenitrothion-d6,No,No,"Organics, Pesticide",203645-59-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fenoprofen,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fenoxaprop-ethyl,No,No,"Organics, Pesticide",66441-23-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fenoxaprop-P-ethyl,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fensulfothion,No,No,"Organics, Pesticide",115-90-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fenthion,No,No,"Organics, Pesticide",55-38-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Flonicamid,No,No,"Organics, Pesticide",158062-67-0,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Flonicamid-d3,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fluazifop,No,No,"Organics, Pesticide",69335-91-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fluazifop-P-butyl,No,No,"Organics, Pesticide",79241-46-6,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fluazinam,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fludioxonil,No,No,"Organics, Pesticide",131341-86-1,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Flumetralin,No,No,"Organics, Pesticide",62924-70-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Flumetsulam,No,No,"Organics, Pesticide",98967-40-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Flumioxazin,No,No,"Organics, Pesticide",103361-09-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fluopyram,No,No,"Organics, Pesticide", ,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Flupyradifurone,No,No,"Organics, Pesticide",951659-40-8,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fluroxypyr,No,No,"Organics, Pesticide",69377-81-7,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Folpet,No,No,"Organics, Pesticide",133-07-3,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Fonofos,No,No,"Organics, Pesticide",944-22-9,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Foramsulfuron,No,No,"Organics, Pesticide",173159-57-4,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
Glufosinate,No,No,"Organics, Pesticide",51276-47-2,organics,pesticides/insecticides/fungicides,mg/l,mg/kg
